a_level,b_level,a_category,support,b_top1,b_top1_share,b_top2,b_top2_share,b_top3,b_top3_share
a_cat3,b_cat3,Newborn Diapers,1,Diapers Size 5,1.0,,,,
a_cat3,b_cat3,Lunch meat,1,,1.0,,,,
a_cat3,b_cat3,Alternative nut butters,1,,1.0,,,,
a_cat3,b_cat3,Breakfast Bars,1,Cookies,1.0,,,,
a_cat3,b_cat3,KIND Bars,1,,1.0,,,,
a_cat3,b_cat3,Manuka Honey,1,,1.0,,,,
a_cat3,b_cat3,Kitchen Appliance Parts & Accessories,1,Applance Tools,1.0,,,,
a_cat3,b_cat3,Stainless Steel Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Seltzer Water,1,Ready To Drink,1.0,,,,
a_cat3,b_cat3,Gluten Free Bars,1,,1.0,,,,
a_cat3,b_cat3,Liquid Death,1,Premium & Imported,1.0,,,,
a_cat3,b_cat3,Pork Rinds,1,,1.0,,,,
a_cat3,b_cat3,Water Based Lubes,1,Lubricants,1.0,,,,
a_cat3,b_cat3,Payday,1,,1.0,,,,
a_cat3,b_cat3,Mucinex,1,Cold & Flu Multi-Symptom,1.0,,,,
a_cat3,b_cat3,Fresh Juice & Smoothies,1,,1.0,,,,
a_cat3,b_cat3,School candy,1,,1.0,,,,
a_cat3,b_cat3,Baby Oral Care,1,Toothpaste,1.0,,,,
a_cat3,b_cat3,Dandruff Conditioner,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Lemon Juice,1,Tropical & Citrus,1.0,,,,
a_cat3,b_cat3,Non Dairy Milk,1,Soy,1.0,,,,
a_cat3,b_cat3,Hand Tool Sets,1,Home Essentials,1.0,,,,
a_cat3,b_cat3,SPF 30+,1,Self Tanners,1.0,,,,
a_cat3,b_cat3,Eyebrow Makeup,1,Eyes,1.0,,,,
a_cat3,b_cat3,Sidewalk Chalk,1,Craft Drawing,1.0,,,,
a_cat3,b_cat3,Unsweetened Milk,1,Specialty Beverages,1.0,,,,
a_cat3,b_cat3,1% Milk,1,Dairy & Protein,1.0,,,,
a_cat3,b_cat3,Grits,1,,1.0,,,,
a_cat3,b_cat3,Frozen Breakfast Burritos & Wraps,1,,1.0,,,,
a_cat3,b_cat3,Holiday baking candy & chips,1,Baking Chocolate & Morsels,1.0,,,,
a_cat3,b_cat3,Canned salmon,1,Canned Tuna & Pouches,1.0,,,,
a_cat3,b_cat3,Dry Cat Food,1,Dry,1.0,,,,
a_cat3,b_cat3,Hair Styling Creams,1,Styling Products,1.0,,,,
a_cat3,b_cat3,Black Owned Mousse & Styling,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Christmas Trim a Home,1,,1.0,,,,
a_cat3,b_cat3,Lip Stain,1,Lips,1.0,,,,
a_cat3,b_cat3,Decorative Light Bulbs,1,LED,1.0,,,,
a_cat3,b_cat3,Gummy rings,1,,1.0,,,,
a_cat3,b_cat3,Dial Body Wash,1,Body Wash & Shower Gel,1.0,,,,
a_cat3,b_cat3,Concealer,1,Face,1.0,,,,
a_cat3,b_cat3,Setting Powder,1,Face,1.0,,,,
a_cat3,b_cat3,Grape Juice,1,,1.0,,,,
a_cat3,b_cat3,Low Carb Foods,1,,1.0,,,,
a_cat3,b_cat3,Baby Teething Snacks,1,Cookies & Biscuits,1.0,,,,
a_cat3,b_cat3,Party Tableware,1,Napkins,1.0,,,,
a_cat3,b_cat3,Pure Protein,1,,1.0,,,,
a_cat3,b_cat3,Oatmeal Toppings,1,,1.0,,,,
a_cat3,b_cat3,Clarified Butter,1,Collagen,1.0,,,,
a_cat3,b_cat3,Canned Tuna & Seafood,1,Specialty Seafood,1.0,,,,
a_cat3,b_cat3,Neutrogena Skincare,1,Adult,1.0,,,,
a_cat3,b_cat3,Starburst,1,,1.0,,,,
a_cat3,b_cat3,Frozen Chicken,1,,1.0,,,,
a_cat3,b_cat3,Supergreens,1,,1.0,,,,
a_cat3,b_cat3,Asian Appetizers,1,,1.0,,,,
a_cat3,b_cat3,Epic Provisions,1,,1.0,,,,
a_cat3,b_cat3,Honey Pot Tampons,1,Tampons,1.0,,,,
a_cat3,b_cat3,Sweet wine,1,,1.0,,,,
a_cat3,b_cat3,Deep Conditioner,1,Treatments,1.0,,,,
a_cat3,b_cat3,Sour Punch,1,,1.0,,,,
a_cat3,b_cat3,ACT Mouthwash,1,Mouthwash,1.0,,,,
a_cat3,b_cat3,Halloween Chocolate,1,,1.0,,,,
a_cat3,b_cat3,Vitamin E,1,Immune Support,1.0,,,,
a_cat3,b_cat3,Cremo Hair Care,1,Men's Body Wash,1.0,,,,
a_cat3,b_cat3,Chocolate Rice Cakes,1,,1.0,,,,
a_cat3,b_cat3,Unsalted Butter,1,,1.0,,,,
a_cat3,b_cat3,Tampons,1,Tampons,1.0,,,,
a_cat3,b_cat3,All Paul Mitchell,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Broth for Dogs,1,Wet Food,1.0,,,,
a_cat3,b_cat3,Bulk Fruit Snacks,1,,1.0,,,,
a_cat3,b_cat3,Retinol Creams,1,Moisturizers,1.0,,,,
a_cat3,b_cat3,Daves Killer Bread,1,,1.0,,,,
a_cat3,b_cat3,Skin Care Products for Fine Lines and Wrinkles,1,Moisturizers,1.0,,,,
a_cat3,b_cat3,Ashwagandha,1,Joint & Inflammation,1.0,,,,
a_cat3,b_cat3,Back to College Ready-To-Heat Lunch,1,Single Serve,1.0,,,,
a_cat3,b_cat3,Drain Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Kids Toothpaste,1,Kid's Toothpaste,1.0,,,,
a_cat3,b_cat3,Paper Napkins,1,Napkins,1.0,,,,
a_cat3,b_cat3,"Crumbled, Grated & Parmesan Cheese",1,Gelatin & Puddings,1.0,,,,
a_cat3,b_cat3,Gluten Free Bread & Rolls,1,Tortillas & Meal Kits,1.0,,,,
a_cat3,b_cat3,Gummy worms,1,,1.0,,,,
a_cat3,b_cat3,Hershey's,1,,1.0,,,,
a_cat3,b_cat3,Nerds,1,,1.0,,,,
a_cat3,b_cat3,One A Day 50+ Adults,1,Women's Multi Vitamin & Health,1.0,,,,
a_cat3,b_cat3,Potato Kugel,1,Spices,1.0,,,,
a_cat3,b_cat3,Pudding,1,,1.0,,,,
a_cat3,b_cat3,Hot Dog Buns,1,,1.0,,,,
a_cat3,b_cat3,Nail Glue,1,Manicure & Pedicure Tools,1.0,,,,
a_cat3,b_cat3,Sugar Free Gum,1,,1.0,,,,
a_cat3,b_cat3,SheaMoisture Hair Care,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Dog Food for Immunity,1,Wet Food,1.0,,,,
a_cat3,b_cat3,Shop all Cold Cough & Flu Medicine,1,,1.0,,,,
a_cat3,b_cat3,Luvs Diapers,1,Diapers Size 3,1.0,,,,
a_cat3,b_cat3,One A Day Women,1,Women's Multi Vitamin & Health,1.0,,,,
a_cat3,b_cat3,Shop all Dr Scholls,1,Odor Control,1.0,,,,
a_cat3,b_cat3,Soft peppermint candy,1,,1.0,,,,
a_cat3,b_cat3,Fake Eyelashes,1,Eyes,1.0,,,,
a_cat3,b_cat3,Eye Creams for Dark Circles,1,Serums,1.0,,,,
a_cat3,b_cat3,Heart Healthy Superfoods,1,,1.0,,,,
a_cat3,b_cat3,Frozen,1,,1.0,,,,
a_cat3,b_cat3,Starry Soda,1,,1.0,,,,
a_cat3,b_cat3,Utz Snack Mixes,1,,1.0,,,,
a_cat3,b_cat3,Vegan Chocolate,1,,1.0,,,,
a_cat3,b_cat3,Tahini,1,,1.0,,,,
a_cat3,b_cat3,Game Time Sides,1,Single Serve,1.0,,,,
a_cat3,b_cat3,After-Shave and Body Moisturizers,1,Body Wash & Shower Gel,1.0,,,,
a_cat3,b_cat3,Crystal Light Powdered Drink Mixes,1,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Flavored & Specialty Beverages,1,,1.0,,,,
a_cat3,b_cat3,Metamucil,1,Fiber & Laxatives,1.0,,,,
a_cat3,b_cat3,Popcorn Seasoning,1,Microwave Popcorn,1.0,,,,
a_cat3,b_cat3,All Creamers,1,Creamers,1.0,,,,
a_cat3,b_cat3,Gluten Free Tortillas,1,Tortillas & Meal Kits,1.0,,,,
a_cat3,b_cat3,Barbasol Shaving Cream,1,Men's Shave Prep,1.0,,,,
a_cat3,b_cat3,All Teeth Whitening,1,Toothpaste,1.0,,,,
a_cat3,b_cat3,Palmer's Hair Care,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Not Your Mother's,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Fall tea,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Bagels,1,,1.0,,,,
a_cat3,b_cat3,Pampers Swaddlers 360,1,Diapers Size 5,1.0,,,,
a_cat3,b_cat3,Laxative Pills,1,Fiber & Laxatives,1.0,,,,
a_cat3,b_cat3,All Fresh Fruit,1,,1.0,,,,
a_cat3,b_cat3,Healthy Dog Treats,1,,1.0,,,,
a_cat3,b_cat3,Sugar free jello,1,Gelatin & Puddings,1.0,,,,
a_cat3,b_cat3,Candy Corn,1,,1.0,,,,
a_cat3,b_cat3,Vegetable Soup,1,Condiments & Sauces,1.0,,,,
a_cat3,b_cat3,Vega,1,Plant Protein Powder,1.0,,,,
a_cat3,b_cat3,Lay's Wavy Chips,1,,1.0,,,,
a_cat3,b_cat3,Welch's,1,,1.0,,,,
a_cat3,b_cat3,Kids Dental Floss,1,Oral Accessories,1.0,,,,
a_cat3,b_cat3,Citrucel,1,Fiber & Laxatives,1.0,,,,
a_cat3,b_cat3,Monster Look,1,Eyes,1.0,,,,
a_cat3,b_cat3,Antifungal Sprays,1,Antifungal Remedies,1.0,,,,
a_cat3,b_cat3,On-the-go Crackers,1,,1.0,,,,
a_cat3,b_cat3,All Cereal,1,,1.0,,,,
a_cat3,b_cat3,Skin Care Products for Dry Skin,1,Moisturizers,1.0,,,,
a_cat3,b_cat3,Ruffles Flamin' Hot,1,,1.0,,,,
a_cat3,b_cat3,Orange jello,1,Gelatin & Puddings,1.0,,,,
a_cat3,b_cat3,Biotene Mouthwash,1,Mouthwash,1.0,,,,
a_cat3,b_cat3,Entenmann's,1,Cookies,1.0,,,,
a_cat3,b_cat3,Theraflu,1,Cold & Flu Multi-Symptom,1.0,,,,
a_cat3,b_cat3,Starbucks Tripleshot Energy,1,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Energy Drinks,1,Ready To Drink,1.0,,,,
a_cat3,b_cat3,Cooking oils,1,Beverages,1.0,,,,
a_cat3,b_cat3,Maxwell House Instant Coffee,1,Instant,1.0,,,,
a_cat3,b_cat3,Tide Laundry Detergent,1,Laundry Detergent & Fabric Softeners,1.0,,,,
a_cat3,b_cat3,Cheese Balls,1,,1.0,,,,
a_cat3,b_cat3,Cinnamon Rolls,1,Brownies,1.0,,,,
a_cat3,b_cat3,Running Gear,1,,1.0,,,,
a_cat3,b_cat3,French & Italian Loaves,1,Cookies,1.0,,,,
a_cat3,b_cat3,Muffin mixes,1,,1.0,,,,
a_cat3,b_cat3,Hot Pockets,1,,1.0,,,,
a_cat3,b_cat3,Premium Cat Nutrition,1,Wet,1.0,,,,
a_cat3,b_cat3,New in canned seafood,1,Canned Tuna & Pouches,1.0,,,,
a_cat3,b_cat3,Shaving Creams and Gels,1,Travel Size Products,1.0,,,,
a_cat3,b_cat3,Sparkling Wine,1,,1.0,,,,
a_cat3,b_cat3,Jasmine Tea,1,Green Tea,1.0,,,,
a_cat3,b_cat3,Hot sauce,1,,1.0,,,,
a_cat3,b_cat3,Lay's Variety Packs,1,,1.0,,,,
a_cat3,b_cat3,Kids' Cereal,1,,1.0,,,,
a_cat3,b_cat3,Huggies Little Movers,1,Diapers Size 4,1.0,,,,
a_cat3,b_cat3,Gluten Free Soup,1,,1.0,,,,
a_cat3,b_cat3,Baby Snack Foods,1,"Puffs, Melts & Teething Wafers",1.0,,,,
a_cat3,b_cat3,Neutrogena Hair Care,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,Flours & Meals,1,,1.0,,,,
a_cat3,b_cat3,Goodie Bags & Favor Boxes,1,Baking Tools,1.0,,,,
a_cat3,b_cat3,Toddler Medicine,1,Antiseptics & Wound Care,1.0,,,,
a_cat3,b_cat3,Seeds,1,Seeds,1.0,,,,
a_cat3,b_cat3,Stock up on Lotion & Moisturizers,1,Lotions & Creams,1.0,,,,
a_cat3,b_cat3,Flamingo,1,Women's Shave Prep,1.0,,,,
a_cat3,b_cat3,Lollipops & Suckers,1,,1.0,,,,
a_cat3,b_cat3,Spices and sauces,1,,1.0,,,,
a_cat3,b_cat3,Bath Essentials,1,Bar Soap,1.0,,,,
a_cat3,b_cat3,Laundry Sanitizers,1,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Chocolate Covered Pretzels,1,,1.0,,,,
a_cat3,b_cat3,Lay's Barbecue Chips,1,,1.0,,,,
a_cat3,b_cat3,Disposable Plates,1,Disposable Tableware,1.0,,,,
a_cat3,b_cat3,Yeast,1,,1.0,,,,
a_cat3,b_cat3,Stovetop Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,All Facial Tissues,1,Facial Tissue,1.0,,,,
a_cat3,b_cat3,St Ives Exfoliators and Scrubs,1,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,Kids' Vitamins & Supplements,1,Women's Multi Vitamin & Health,1.0,,,,
a_cat3,b_cat3,Mayonnaise,1,,1.0,,,,
a_cat3,b_cat3,All Protein Powder,1,Whey Protein Powder,1.0,,,,
a_cat3,b_cat3,Swiffer Sweeper,1,Quick Clean,1.0,,,,
a_cat3,b_cat3,Frozen Breakfast Sandwiches,1,,1.0,,,,
a_cat3,b_cat3,Express Delivery Candy,1,,1.0,,,,
a_cat3,b_cat3,Shop All Christmas Decor,1,,1.0,,,,
a_cat3,b_cat3,Lipton Iced Tea,1,Ready to Drink Tea,1.0,,,,
a_cat3,b_cat3,Sugars & Sweeteners,1,,1.0,,,,
a_cat3,b_cat3,Oatmeal,1,,1.0,,,,
a_cat3,b_cat3,Laxative Powders,1,Fiber & Laxatives,1.0,,,,
a_cat3,b_cat3,Water Enhancers,1,Powdered Drink Mixes,1.0,,,,
a_cat3,b_cat3,Dr Teal's Sleep Spray,1,"Bath Salts, Soaks & Bubble Bath",1.0,,,,
a_cat3,b_cat3,Paper Coffee Filters,1,Filters,1.0,,,,
a_cat3,b_cat3,Frozen Taquitos,1,,1.0,,,,
a_cat3,b_cat3,BBQ sauces,1,Cooking Sauces,1.0,,,,
a_cat3,b_cat3,Holiday cookie mixes,1,Cookies,1.0,,,,
a_cat3,b_cat3,Kids,1,Probiotics - Shelf Stable,1.0,,,,
a_cat3,b_cat3,Pitas & Wraps,1,Tortillas & Meal Kits,1.0,,,,
a_cat3,b_cat3,Alkaline Water,1,Premium & Imported,1.0,,,,
a_cat3,b_cat3,Lotrimin,1,Antifungal Remedies,1.0,,,,
a_cat3,b_cat3,Face Moisturizers,1,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,Starbucks Cold Brew Coffee,1,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Lay's Sour Cream and Onion Chips,1,,1.0,,,,
a_cat3,b_cat3,Whole Wheat Bread,1,,1.0,,,,
a_cat3,b_cat3,2% Milk,1,,1.0,,,,
a_cat3,b_cat3,Pedigree Dog Food,1,Dry Food,1.0,,,,
a_cat3,b_cat3,Make & eat a favorite brownie,1,Pie Crusts & Fillings,1.0,,,,
a_cat3,b_cat3,Mint Tea,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Deep Conditioners and Masks,1,Shampoo & Conditioner,1.0,,,,
a_cat3,b_cat3,TPH by Taraji Hair,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Women's Body Wash,1,Body Wash & Shower Gel,1.0,,,,
a_cat3,b_cat3,Pediatric Electrolyte,1,Electrolytes,1.0,,,,
a_cat3,b_cat3,Pool Test Kits,1,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Breakfast drinks,1,Energy,1.0,,,,
a_cat3,b_cat3,Corn Tortillas,1,Tortillas & Meal Kits,1.0,,,,
a_cat3,b_cat3,Cholesterol Support,1,Fish Oil & Omega,1.0,,,,
a_cat3,b_cat3,Shop All Gum,1,,1.0,,,,
a_cat3,b_cat3,Wet Cat Food,1,Wet,1.0,,,,
a_cat3,b_cat3,Tonic Water,1,,1.0,,,,
a_cat3,b_cat3,All Stain Removers,1,Dryer Sheets & Laundry Supplies,1.0,,,,
a_cat3,b_cat3,Cookie Mixes,1,Brownies,1.0,,,,
a_cat3,b_cat3,Baby Medicine,1,Antiseptics & Wound Care,1.0,,,,
a_cat3,b_cat3,Highly rated bulk candy,1,,1.0,,,,
a_cat3,b_cat3,"Baking Muffins, Bread Mixes & More",1,,1.0,,,,
a_cat3,b_cat3,Echinacea Tea,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Disposable Cups,1,Pie Crusts & Fillings,1.0,,,,
a_cat3,b_cat3,Toddler Girls (12M-5T) Clothing,1,Jars & Tubs - Stages 2 and Up,1.0,,,,
a_cat3,b_cat3,General Mills Cereal,1,,1.0,,,,
a_cat3,b_cat3,Aveeno Body Lotion,1,Lotions & Creams,1.0,,,,
a_cat3,b_cat3,Icing Decorations,1,Baking Ingredients & Starches,1.0,,,,
a_cat3,b_cat3,Fancy Feast Dry Cat Food,1,Dry,1.0,,,,
a_cat3,b_cat3,Canning Lids,1,Accessories,1.0,,,,
a_cat3,b_cat3,Fit crunch bars,1,,1.0,,,,
a_cat3,b_cat3,Valentine's Day Party Essentials,1,Cookies,1.0,,,,
a_cat3,b_cat3,Dust Free Cat Litter,1,Litter,1.0,,,,
a_cat3,b_cat3,Dog Odor Eliminators,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Quaker Rice Cakes,1,,1.0,,,,
a_cat3,b_cat3,Angostura Bitters,1,,1.0,,,,
a_cat3,b_cat3,Thanksgiving Spices & Seasonings,1,Spices,1.0,,,,
a_cat3,b_cat3,Marinades,1,,1.0,,,,
a_cat3,b_cat3,Pampers Cruisers 360,1,Diapers Size 4,1.0,,,,
a_cat3,b_cat3,Projectors & Screens,1,Antibacterial,1.0,,,,
a_cat3,b_cat3,Lay's Limon Chips,1,,1.0,,,,
a_cat3,b_cat3,Chocolate Cookies,1,Cookies,1.0,,,,
a_cat3,b_cat3,Pasta side dishes,1,Rice,1.0,,,,
a_cat3,b_cat3,Cleaning Refills,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Stew & Chili,1,,1.0,,,,
a_cat3,b_cat3,Ghirardelli Chocolate,1,,1.0,,,,
a_cat3,b_cat3,Waxing,1,Hair Removal,1.0,,,,
a_cat3,b_cat3,Cheez-Its,1,,1.0,,,,
a_cat3,b_cat3,Camera Charging and Accessories,1,Hearing Aid,1.0,,,,
a_cat3,b_cat3,Dr Teal's Lotions,1,Kids' Bath,1.0,,,,
a_cat3,b_cat3,Salicylic Acid,1,Wart Removal,1.0,,,,
a_cat3,b_cat3,Carpet Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Protein Cookies,1,,1.0,,,,
a_cat3,b_cat3,Shea Moisture Conditioners,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Tampax Radiant,1,Tampons,1.0,,,,
a_cat3,b_cat3,Sleepytime Tea,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Fourth of July Decorative Baking,1,,1.0,,,,
a_cat3,b_cat3,Simple Syrup,1,,1.0,,,,
a_cat3,b_cat3,Cat Urine Enzyme Cleaner,1,,1.0,,,,
a_cat3,b_cat3,Centrum Silver Vitamins,1,Women's Multi Vitamin & Health,1.0,,,,
a_cat3,b_cat3,Centrum Women's Vitamins,1,Men's Multi Vitamin & Health,1.0,,,,
a_cat3,b_cat3,Cat Food Toppers,1,Wet,1.0,,,,
a_cat3,b_cat3,Good N Fun Dog Treats,1,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Boba Tea,1,Beverages,1.0,,,,
a_cat3,b_cat3,Muffins and Donuts,1,,1.0,,,,
a_cat3,b_cat3,Italian foods,1,,1.0,,,,
a_cat3,b_cat3,Martin's,1,,1.0,,,,
a_cat3,b_cat3,Calcium,1,Vitamin B,1.0,,,,
a_cat3,b_cat3,Margarita Mix,1,,1.0,,,,
a_cat3,b_cat3,Treat Bars,1,,1.0,,,,
a_cat3,b_cat3,Father's Day Desserts,1,Sorbet,1.0,,,,
a_cat3,b_cat3,Black Owned Hair Care,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Salty Snacks Stock-Up,1,Ready to Eat Popcorn,1.0,,,,
a_cat3,b_cat3,Rice side dishes,1,,1.0,,,,
a_cat3,b_cat3,Valentine's Day Kids,1,,1.0,,,,
a_cat3,b_cat3,Trubiotics,1,Probiotics - Shelf Stable,1.0,,,,
a_cat3,b_cat3,Turkey bacon,1,,1.0,,,,
a_cat3,b_cat3,Vegan Protein Powder,1,Plant Protein Powder,1.0,,,,
a_cat3,b_cat3,Peanuts,1,,1.0,,,,
a_cat3,b_cat3,Plant Based Protein Powder,1,Plant Protein Powder,1.0,,,,
a_cat3,b_cat3,Equate Heartburn Relief & Antacids,1,Pepcid & Other Acid Blockers,1.0,,,,
a_cat3,b_cat3,Decorating Fondant,1,,1.0,,,,
a_cat3,b_cat3,Blue Buffalo Dog Treats,1,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Easter M&Ms,1,,1.0,,,,
a_cat3,b_cat3,Provolone Cheese,1,Gelatin & Puddings,1.0,,,,
a_cat3,b_cat3,Darjeeling Tea,1,Black Tea,1.0,,,,
a_cat3,b_cat3,Orville Redenbacher's Popcorn,1,Microwave Popcorn,1.0,,,,
a_cat3,b_cat3,For you - Shop all,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Half & Half,1,,1.0,,,,
a_cat3,b_cat3,Rold Gold Pretzels,1,,1.0,,,,
a_cat3,b_cat3,BBQ Pringles,1,,1.0,,,,
a_cat3,b_cat3,Mushroom Supplements,1,Energy & Mood Support,1.0,,,,
a_cat3,b_cat3,Shop all cakes,1,Cookies,1.0,,,,
a_cat3,b_cat3,Face Exfoliants & Scrubs,1,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,Chocolate Powders,1,Cookies & Crackers,1.0,,,,
a_cat3,b_cat3,My Little Pony Kids Clothing,1,Diapers Size 4,1.0,,,,
a_cat3,b_cat3,Fresh Step Cat Litter,1,Litter,1.0,,,,
a_cat3,b_cat3,Butter Sticks,1,,1.0,,,,
a_cat3,b_cat3,Canned & Powdered Milks,1,Canned Milk,1.0,,,,
a_cat3,b_cat3,Breyers,1,IC Novelties,1.0,,,,
a_cat3,b_cat3,Blue Bunny,1,IC Novelties,1.0,,,,
a_cat3,b_cat3,Ice Cream Bars,1,,1.0,,,,
a_cat3,b_cat3,Fiber Powder,1,Fiber & Laxatives,1.0,,,,
a_cat3,b_cat3,Bona Floor Cleaners,1,Cleaning Supplies,1.0,,,,
a_cat3,b_cat3,Topical Sexual Enhancers,1,Lubricants,1.0,,,,
a_cat3,b_cat3,Character Fruit Snacks,1,,1.0,,,,
a_cat3,b_cat3,Zapp's Voodoo Chips,1,,1.0,,,,
a_cat3,b_cat3,Astroglide Water Based Lubricant,1,Lubricants,1.0,,,,
a_cat3,b_cat3,Cocktail Accessories,1,,1.0,,,,
a_cat3,b_cat3,Dog Treats by Brand,1,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Boys Sweaters,1,Jars & Tubs - Stages 2 and Up,1.0,,,,
a_cat3,b_cat3,Peanut Butter Dog Treats,1,Treats & Chews,1.0,,,,
a_cat3,b_cat3,Dry Dog Food by Flavor,1,Dry Food,1.0,,,,
a_cat3,b_cat3,Temptations Cat Food,1,Dry,1.0,,,,
a_cat3,b_cat3,Imported Beer,1,,1.0,,,,
a_cat3,b_cat3,Baking chips,1,Baking Chocolate & Morsels,1.0,,,,
a_cat3,b_cat3,On-The-Go Drinks,1,,1.0,,,,
a_cat3,b_cat3,Pepsi,1,,1.0,,,,
a_cat3,b_cat3,Game Day Desserts,1,,1.0,,,,
a_cat3,b_cat3,Dog Food Brands,1,Dry,1.0,,,,
a_cat3,b_cat3,Earth's Best Baby Food,1,Pouches - All Stages,1.0,,,,
a_cat3,b_cat3,Sugar-Conscious Beverages,1,Beverages,1.0,,,,
a_cat3,b_cat3,Low Calorie Beverages,1,,1.0,,,,
a_cat3,b_cat3,Lindt Chocolate,1,,1.0,,,,
a_cat3,b_cat3,Robitussin,1,Cold & Flu Multi-Symptom,1.0,,,,
a_cat3,b_cat3,Chicken Drums& Thighs,1,,1.0,,,,
a_cat3,b_cat3,Frozen Chicken Wings,1,,1.0,,,,
a_cat3,b_cat3,Supplementing & Nutrition,1,Pouches - All Stages,1.0,,,,
a_cat3,b_cat3,Asian meals,1,Single Serve,1.0,,,,
a_cat3,b_cat3,Mexican Chips,1,"Crackers, Snacks & Desserts",1.0,,,,
a_cat3,b_cat3,New in Gluten Free,1,,1.0,,,,
a_cat3,b_cat3,Shop all Bread,1,,1.0,,,,
a_cat3,b_cat3,Frozen Yogurt,1,,1.0,,,,
a_cat3,b_cat3,Feel Good Breakfast,1,,1.0,,,,
a_cat3,b_cat3,Orange Soda,1,Beverages,1.0,,,,
a_cat3,b_cat3,Sprite,1,Beverages,1.0,,,,
a_cat3,b_cat3,Baking Nuts & Seeds,1,"Nuts, Seeds & Coconut",1.0,,,,
a_cat3,b_cat3,Trolli,1,,1.0,,,,
a_cat3,b_cat3,Shop all bulk candy,1,,1.0,,,,
a_cat3,b_cat3,Organic Coffee,1,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Chicken Tortilla Soup,1,,1.0,,,,
a_cat3,b_cat3,Better Than Bouillon,1,,1.0,,,,
a_cat3,b_cat3,Split Pea Soup,1,,1.0,,,,
a_cat3,b_cat3,Flushable Cat Litter,1,Litter,1.0,,,,
a_cat3,b_cat3,Aftershave and Skin Care,1,Men's Grooming,1.0,,,,
a_cat3,b_cat3,Hair Masks,1,Textured Hair Care,1.0,,,,
a_cat3,b_cat3,Chocolate balls,1,,1.0,,,,
a_cat3,b_cat3,Frozen Hash Browns,1,,1.0,,,,
a_cat3,b_cat3,Herbal Tea,1,Herbal Tea,1.0,,,,
a_cat3,b_cat3,Monster Zero,1,Energy,1.0,,,,
a_cat3,b_cat3,French Onion Soup,1,,1.0,,,,
a_cat3,b_cat3,Toe Straighteners,1,Corns & Calluses,1.0,,,,
a_cat3,b_cat3,Fiber Gummies,1,Prenatal Vitamins,1.0,,,,
a_cat3,b_cat3,Children's Hair Care,1,Baby Lotions,1.0,,,,
a_cat3,b_cat3,Healthier Alternatives,1,,1.0,,,,
a_cat3,b_cat3,Dunkin' Ship To Home Coffee,1,Kcups & Coffee Pods,1.0,,,,
a_cat3,b_cat3,Lunchables,1,,1.0,,,,
a_cat3,b_cat3,Aveeno Skincare,1,Cleansers & Wipes,1.0,,,,
a_cat3,b_cat3,New Bottled Coffee,1,Cold Brew & Bottled Coffee,1.0,,,,
a_cat3,b_cat3,Deli Sliced Cheese,1,,1.0,,,,
a_cat3,b_cat3,Flatbreads,1,,1.0,,,,
a_cat3,b_cat3,"Tortillas, Pitas & Wraps",1,,1.0,,,,
a_cat3,b_cat3,Non Dairy Yogurt,1,,1.0,,,,
a_cat3,b_cat3,Vegan Snacks,1,,1.0,,,,
a_cat3,b_cat3,Celtic Sea Salt,1,Salt & Pepper,1.0,,,,
a_cat3,b_cat3,Teas for Sleep and Relaxation,1,Herbal Tea,1.0,,,,
